FACULTY             ,SUBJECT DESCRIPTION,SUBJECT CODE,NO,QUESTION,LEVEL,BT LEVEL,BT KEYWORDS
FAS,ORGANIZATIONAL COMMUNICATION ,UAMP3034,556,Explain the Media Richness Model. Use the model to discuss how managers can pick the best channel in communicating with staff and support your discussion with a scenario. ,HOTS,EVALUATION,"Explain, Use, Support"
FAS,ORGANIZATIONAL COMMUNICATION ,UAMP3034,558,Discuss THREE (3) factors influencing the conflict management process. Support each of your answers with ONE (1) relevant example. ,HOTS,EVALUATION,"Discuss, Support"
FAS,ORGANIZATIONAL COMMUNICATION ,UAMP3034,561,Define Classical approach and Human Relations approach. ,LOTS,KNOWLEDGE,Define
FAS,ORGANIZATIONAL COMMUNICATION ,UAMP3034,562,"Within an organization, each employee holds different roles in the informal communication networks. Explain any FOUR (4) roles with an example for each role. ",LOTS,APPLICATION,Explain
FAS,ORGANIZATIONAL COMMUNICATION ,UAMP3034,566,Compare any FIVE (5) differences between formal networks and informal networks. ,MOTS,ANALYSIS,Compare
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,569,"In a two-column table, list FIVE (5) tools used in the technology-integrated instruction and the traditional instruction respectively.",LOTS,KNOWLEDGE,List
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,570,Generalize FIVE (5) ways to use digital photography in classroom teaching and learning.,HOTS,EVALUATION,Generalize
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,571,Analyze FIVE (5) disadvantages of multimedia in education. ,MOTS,ANALYSIS,Analyze
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,574,"As an educator, evaluate FIVE (5) advantages and FIVE (5) disadvantages of using technology in education. ",HOTS,EVALUATION,Evaluate
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,580,Evaluate your sketch with ADDIE's model procedure. ,HOTS,EVALUATION,Evaluate
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,582,Evaluate your sketch with ASSURE's model procedure. ,HOTS,EVALUATION,Evaluate
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,583,"Technology has been used in most schools since the 90s, but it still has some interruptions. Validate the top FOUR (4) problematic issues with technology in education today. ",HOTS,EVALUATION,Validate
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,586,Describe the 5 hierarchical stages of Welliver's Instructional Transformation Model. ,LOTS,KNOWLEDGE,Describe
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,590,Evaluate your sketch with ADDIE's model procedure.,HOTS,EVALUATION,Evaluate
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,592,Evaluate your sketch with ASSURE's model procedure. ,HOTS,EVALUATION,Evaluate
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,593,Define the basic concepts of Educational Technology. ,LOTS,KNOWLEDGE,Define
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,596,Analyze FOUR (4) advantages of mobile assisted learning as an emerging digital technology used in teaching and learning. ,MOTS,ANALYSIS,Analyze
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,597,Define Educational Technology based on FIVE (5) instructional design view. ,LOTS,KNOWLEDGE,Define
FAS,EDUCATIONAL TECHNOLOGY,UALN3033,598,Relate FIVE (5) examples on how video often make new connections and discoveries between curriculum topics and the world outside the classroom. ,MOTS,ANALYSIS,Relate
FEGT,BUILDING ECONOMICS ,UGBA3513 ,605,Sketch a diagram to illustrate the activities and products in the construction industry. ,MOTS,APPLICATION,Sketch
FEGT,BUILDING ECONOMICS ,UGBA3513 ,609,"Your profit from previous project is RM30,000.00 and you just won a new project to construct a new airport runway at Sepang, Selangor. Decide whether you are going to purchase the bulldozer or pay out bonuses to your staff. Use the concept of opportunities cost, choices and scarcity to aid your explanation. ",MOTS,APPLICATION,Use
FEGT,BUILDING ECONOMICS ,UGBA3513 ,610,Discuss the roles of construction industry in a country's growth. Provide evidences on how construction industries worldwide have contributed to the economic growths of their respective countries to enhance your discussions.,MOTS,ANALYSIS,"Discuss, Provide"
FEGT,BUILDING ECONOMICS ,UGBA3513 ,613,There is a relationship between the level of construction activity and a country's stage of development. Discuss.,MOTS,ANALYSIS,Discuss
FEGT,BUILDING ECONOMICS ,UGBA3513 ,614,Analyse the challenges facing a government in managing the construction economy and suggest the ways to overcome them.,HOTS,SYNTHESIS,"Analyse, Suggest "
FEGT,BUILDING ECONOMICS ,UGBA3513 ,616,The construction industry comprises a wide diversity of firms that it is impossible to categorise them all within one type of market structure. Discuss.,MOTS,ANALYSIS,Discuss
FEGT,BUILDING ECONOMICS ,UGBA3513 ,618,Calculate the market demand and market supply in table form. ,MOTS,APPLICATION,Calculate
FEGT,BUILDING ECONOMICS ,UGBA3513 ,621,Draw a production possibility curve to show the combination of flats and houses which could be achieved on the site. ,MOTS,APPLICATION,Draw
FEGT,BUILDING ECONOMICS ,UGBA3513 ,624,National income can be calculated using three approaches. State the THREE (3) approaches.,LOTS,KNOWLEDGE,State
FEGT,BUILDING ECONOMICS ,UGBA3513 ,625,Calculate the market demand and market supply in table form. ,MOTS,APPLICATION,Calculate
FEGT,BUILDING ECONOMICS ,UGBA3513 ,627,"Discuss the comparison between the microeconomics and macroeconomics field of study in term of production, prices, income and employment. ",MOTS,ANALYSIS,Discuss
FEGT,BUILDING ECONOMICS ,UGBA3513 ,629,Define the term 'Production Possibility Curve' as used in the timber and steel factory. ,LOTS,KNOWLEDGE,Define
FEGT,BUILDING ECONOMICS ,UGBA3513 ,634,Define and explain 'Fiscal Policy' in terms of its objectives and differentiate between the 'Discretionary Fiscal Policy' and 'Automatic Fiscal Policy'. ,MOTS,ANALYSIS,"Define, Explain, differentiate"
FEGT,BUILDING ECONOMICS ,UGBA3513 ,635,"Define and list out the objectives of monetary policy, the quantitative versus qualitative instruments of monetary policy.",LOTS,KNOWLEDGE,"Define, List"
FEGT,BUILDING ECONOMICS ,UGBA3513 ,639,State the THREE (3) approaches to calculate national income.,LOTS,KNOWLEDGE,State
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,644,"As a project manager, you are evaluating the building design for its compliance to intended function as a private college accommodating over 2000 students. Analyze the problems and propose the building performance to meet these functions. ",HOTS,SYNTHESIS,"Analyze, Propose"
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,646,Briefly list the different types of building maintenance. ,LOTS,KNOWLEDGE,List
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,647,"As a supervisor for the brickworks, List FOUR (4) aspects of brick quality control in order to produce good architectural work. ",LOTS,KNOWLEDGE,List
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,649,"Propose a suitable preparatory demolition survey, method and shoring where some partial demolition work is included for the rear building portion. ",HOTS,SYNTHESIS,Propose
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,652,"Design a sketch section of the floor slab adjoining the parapet that includes the scupper drain, drain guard, water proofing layer, and protective topping. ",HOTS,SYNTHESIS,Design
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,653,"Propose solutions to reinforced concrete flat roof defects experienced in Malaysia, such as water ponding, material exposure to solar radiation, poor maintenance culture and concrete spalling due to leaks from cold joints and stress cracks. ",HOTS,SYNTHESIS,Propose
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,654,Analyze and explain the critical purpose of the components design of a raking shore to avoid façade retention failure. ,HOTS,ANALYSIS,"Analyze, Explain"
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,658,Analyze SIX (6) types of modern construction problems as to how they negatively impact the various building functions. ,MOTS,ANALYSIS,Analyze
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,661,"In maintaining concrete quality, identify SEVEN (7) good practices on site. ",LOTS,KNOWLEDGE,Identify
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,664,Identify what types of brickwork defects that require rejection from the supervisor. ,LOTS,KNOWLEDGE,Identify
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,666,You are a project manager working on a 8 storey building conservation project located in a congested urban area with poor soil bearing capacity and underground public utilities. Propose to the building owner why an internally braced shoring system is preferable to raking shore and weighted vertical dead shores. ,HOTS,SYNTHESIS,Propose
FEGT,BUILDING TECHNOLOGY IV ,UGBA3123 ,667,"Propose with justification, the types of maintenance relevant to a library building. ",HOTS,EVALUATION,Propose
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,669,"Draw a body-centered cubic (BCC) unit cell. Calculate the volume density and area density on the (0, 0. 1) plane of a BCC cell if the lattice constant is 2.3 Å. Give a brief explanation of your calculations. ",MOTS,APPLICATION,"Draw, Calculate, Give"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,671,Determine the resistivity of a Si sample if it is doped with 10 phosphorus atoms/cm and H. = 750 cm Vs. Find the Hall coefficient of the sample. ,MOTS,APPLICATION,"Determine, Find"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,672,Sketch the 1-V curve of a zener diode and explain what a zener breakdown is. ,MOTS,APPLICATION,"Sketch, Explain"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,673,Show that the Fermi-Dirac function is a step function at T = 0 K. ,MOTS,APPLICATION,Show
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,674,Draw the face-centered cubic cell and determine its packing fraction. State and explain the assumptions you have made. ,MOTS,APPLICATION,"Draw, Determine, State, Explain"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,676,Apply the energy band diagram to explain why an intrinsic semiconductor is conductive and that its conductivity increases with temperature.,MOTS,APPLICATION,Apply
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,678,State the five assumptions of an ideal diode. ,LOTS,KNOWLEDGE,State
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,681,Draw the body-centered cubic cell and determine its packing fraction. State and explain the assumptions you have made. ,MOTS,APPLICATION,"Draw, Determine, State, Explain"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,684,Calculate the carrier densities of the doped semiconductor at 400 K. ,MOTS,APPLICATION,Calculate
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,689,Draw a faced-centered cubic (FCC) cell. Calculate the packing fraction of the FCC cell. State any assumptions you have made and explain your calculations. ,MOTS,APPLICATION,"Draw, Calculate, State,  Explain"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,694,Name a donor atom and acceptor atom for Si. ,LOTS,KNOWLEDGE,Name
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,696,Show that the wavefunction of a free particle is a plane wave. ,MOTS,APPLICATION,Show
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,700,Determine the doping levels in the respective regions.,MOTS,APPLICATION,Determine
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,703,Evaluate if the contact is ohmic or rectifying (Schottky diode) in nature. Provide the analysis and support your answer with calculation,HOTS,EVALUATION,"Evaluate, Provide, Support"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,704,"Sketch the energy band diagram of the ideal metal-semiconductor contact in forward bias mode. Show the conduction and valence band edges, and all the Fermi levels. ",MOTS,APPLICATION,"Sketch, Show"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,706,Prove that the wave function of a free electron is a plane wave by using Schrodinger's equation. ,HOTS,EVALUATION,Prove
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,707,Compare Zener breakdown with avalanche breakdown in a pn junction and state THREE differences. Name a device that utilizes each breakdown mode. ,MOTS,ANALYSIS,"Compare, State, Name"
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,708,Determine the volume density and area density on the (1 0 0) plane of a body center cubic cell with lattice constant of 5 Å. ,MOTS,APPLICATION,Determine
FEGT,SOLID STATE ELECTRONICS ,UGEA3343 ,710,Determine the Fermi level (in eV) of the doped semiconductor and draw the energy band diagram. ,MOTS,APPLICATION,"Determine, Draw"
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,712,"Explain the meaning of the expression ""robust model"". Specifically, justify your response if you heard a manager exclaim  'Uh-oh, we're in trouble! The calculated EOQ is wrong; actual demand is 10% greater than estimated'. ",HOTS,EVALUATION,"Explain,  Justify"
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,715,Develop an ABC classification system for the 10 items. ,HOTS,SYNTHESIS,Develop
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,716,"Construct a product structure. Identify components. 
parents, and components.",HOTS,SYNTHESIS,"Construct, Identify"
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,717,Prepare a time-phased product structure. ,MOTS,APPLICATION,Prepare
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,718,Design a vendor-rating form that represents your comparison of the education offered by universities in which you considered/are considering/have considered enrolling. ,HOTS,SYNTHESIS,Design
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,723,Determine the economic order quantity.,MOTS,APPLICATION,Determine
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,724,"Justify the choice of supplier. From your choice, determine the optimal order quantity and total annual cost of ordering, purchasing and holding the component. ",HOTS,EVALUATION,"Justify, Determine"
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,725,Calculate the optimal size of the production run. ,MOTS,APPLICATION,Calculate
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,726,Calculate the average holding and setup cost per year. ,MOTS,APPLICATION,Calculate
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,727,"Calculate the total cost per year, including the cost of the lights. ",MOTS,APPLICATION,Calculate
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,729,"When quantity discounts are offered, justify why it is not necessary to check discount points that are below the EOQ or points above the EOQ that are not discount points. ",HOTS,EVALUATION,Justify
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,732,"Standardized, reusable containers have fairly obvious benefits for shipping. Use five (5) points to justify the purpose of these devices within the plant. ",HOTS,EVALUATION,Use
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,733,Develop a time phased product structure.,MOTS,SYNTHESIS,Develop
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,734,Calculate the variance of demand for the winery. ,MOTS,APPLICATION,Calculate
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,735,Calculate the variance of orders for the glass bottles. ,MOTS,APPLICATION,Calculate
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,736,Determine if the winery is providing an amplifying or smoothing effect. ,MOTS,APPLICATION,Determine
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,737,Determine the percentage of DHT's assets committed to inventory. ,MOTS,APPLICATION,Determine
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,738,Justify if DHT`s supply chain performance is better than PLI. ,HOTS,EVALUATION,Justify
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,739,"Explain the definition of a “robust model”. Specifically, if a manager exclaimed “The calculated EOQ is wrong because the actual demand is 10% greater than estimated”, justify your response. ",HOTS,EVALUATION,"Explain, Justify"
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,741,"Standardized, reusable containers have fairly obvious benefits in shipping and within a plant. State five (5) purpose of these devices. ",LOTS,KNOWLEDGE,State
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,742,Justify two (2) lean techniques that work in both the manufacturing and service sectors. ,HOTS,EVALUATION,Justify
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,743,Calculate the percent invested in inventory. ,MOTS,APPLICATION,Calculate
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,744,Calculate the inventory turnover. ,MOTS,APPLICATION,Calculate
FEGT,INVENTORY CONTROL ANALYSIS AND MODELING ,UGIA3063 ,745,Determine if the winery is providing an amplifying or smoothing effect. ,MOTS,APPLICATION,Determine
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,752,Compare and contrast the characteristics and usage between aluminium and high carbon steel. ,MOTS,ANALYSIS,"Compare, Contrast"
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,753,Briefly describe the general properties of plastic in terms of strength and durability. Comment also why plastic is not suitable to use as reinforcement bar for concrete structure. ,HOTS,EVALUATION,"Describe, Comment"
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,754,"There are three common types of brick in Malaysia, namely common brick, facing brick and engineering brick. Differentiate the properties and the applications among them. ",MOTS,ANALYSIS,Differentiate
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,757,Recommend a suitable admixture to increase the workability of concrete and explain how it functions. ,HOTS,EVALUATION,"Recommend, Explain"
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,760,List down FIVE (5) types of concrete admixture. ,LOTS,KNOWLEDGE,List
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,762,"Compare and contrast the properties of clay brick and calcium silicate brick in terms of crushing strength, moisture movement, durability, appearance, fire resistance, colour, texture, sound and thermal insulation. ",MOTS,ANALYSIS,"Compare,  Contrast"
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,763,"Recommend a suitable metal for the fabrication of power tools like drills, files and chisels. Your recommendation should be justified by elaborating the important properties of the proposed metal. ",HOTS,EVALUATION,Recommend
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,764,A client wishes to renovate his balcony at first floor by replacing the metal handrail with glass panel. Recommend a suitable type of glass to the client and justify your answer. Please be reminded that safety is the major factor in all cases. ,HOTS,EVALUATION,"Recommend, Justify"
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,770,Compare and contrast the characteristics between hardwood and softwood. ,MOTS,ANALYSIS,"Compare,  Contrast"
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,771,Concrete mould can be fabricated using steel or plastic. Differentiate the characteristics of concrete mould that is produced by these materials. ,MOTS,ANALYSIS,Differentiate
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,772,"Differentiate the properties between clay brick and autoclave aerated concrete (AAC) block in term of compressive strength, density, colour, acoustic performance and thermal insulation. ",MOTS,ANALYSIS,Differentiate
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,773,Propose an admixture to increase the workability of concrete in the fresh state without reducing the engineering performance of the hardened concrete. ,HOTS,SYNTHESIS,Propose
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,774,Recommend TWO (2) suitable types of glasses which have good insulation properties for green building construction. ,HOTS,EVALUATION,Recommend
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,775,Suggest a type of metal for reinforcing a concrete structure.,HOTS,SYNTHESIS,Suggest
FEGT,CONSTRUCTION MATERIALS ,UGBA1113  ,776,Propose a suitable type of glass that is used to construct a transparent fiat roof for the entrance of the Heritage Hall in Universiti Tunku Abdul Rahman. ,HOTS,SYNTHESIS,Propose
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,783,List the SEVEN (7) stages of the development process of a building project. ,LOTS,KNOWLEDGE,List
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,784,List FIVE (5) plant consideration in a construction site. ,LOTS,KNOWLEDGE,List
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,787,List the SEVEN (7) factors to be considered in the method of excavation and timbering. ,LOTS,KNOWLEDGE,List
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,789,Describe and sketch the THREE (3) types of brick bonding. ,MOTS,APPLICATION,"Describe, Sketch"
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,790,List FOUR (4) general requirements for floor finishes. ,LOTS,KNOWLEDGE,List
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,791,List FIVE (5) properties of damp-proof courses. ,LOTS,KNOWLEDGE,List
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,796,List down THREE (3) methods of excavation. ,LOTS,KNOWLEDGE,List
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,798,Sketch and label the section of the ground floor slab. Explain the purpose of each labelled component. ,MOTS,APPLICATION,"Sketch, Label, Explain"
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,800,"Evaluate the differences between the common, facing and engineering bricks in characteristics and use. ",HOTS,EVALUATION,Evaluate
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,802,Distinguish between ‘land surveyor' and 'quantity surveyor'.,MOTS,ANALYSIS,Distinguish
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,805,Distinguish between ‘load bearing wall' and 'non-load bearing wall’. ,MOTS,ANALYSIS,Distinguish
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,806,"Differentiate among “external wall', 'internal wall' and 'parapet'. ",MOTS,ANALYSIS,Differentiate
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,809,Sketch a diagram which indicates the Damp Proof Membrane (DPM) in the non reinforced concrete ground floor. ,MOTS,APPLICATION,Sketch
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,812,Distinguish between 'differential foundation settlement' and 'uniform foundation settlement'.,MOTS,ANALYSIS,Distinguish
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,816,Foundation design is required the study and examination of multiple components which is a highly specialized the function and usually is performed by a structural engineer. Inspect the components which have to include in the designing of a building foundation. ,MOTS,ANALYSIS,Inspect
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,818,Demonstrate the steps involved in setting out of a building foundation and discuss the setting out of purposes. ,MOTS,APPLICATION,"Demonstrate, Discuss"
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,819,Distinguish between 'Trench' and 'Pier holes/ Pits' construction excavation. ,MOTS,ANALYSIS,Distinguish
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,820,Analyse the behavior of subsoil of coarse grained non-cohesive soils and fine grained cohesive soils. ,MOTS,ANALYSIS,Analyse
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,821,Evaluate the functions of the component of a structural floor. ,HOTS,EVALUATION,Evaluate
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,822,Distinguish between flat roof and pitched roof. ,MOTS,ANALYSIS,Distinguish
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,824,Distinguish between 'periodic inspection' and 'continuous inspection'. ,MOTS,ANALYSIS,Distinguish
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,825,Differentiate between “trial pits' and 'boreholes”. ,MOTS,ANALYSIS,Differentiate
FEGT,BUILDING TECHNOLOGY I ,UGBA1423 ,826,Distinguish between “suspended' and ‘non-suspended' floor. ,MOTS,ANALYSIS,Distinguish
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,829,Design and sketch the optimized stick-diagram layout. ,HOTS,SYNTHESIS,"Design, Sketch"
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,832,"Based on your knowledge on the physics of semiconductors, evaluate the limit for the minimum feature size of silicon MOSFET.",HOTS,EVALUATION,Evaluate
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,833,Determine the type of MOSFET. ,MOTS,APPLICATION,Determine
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,834,"FinFET technology is developed to minimize some of the shortcomings in planar MOSFETs. With the aid of diagrams, show the differences between these TWO (2) transistors. ",MOTS,APPLICATION,Show
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,836,"Using transmission-gates, design and sketch an 8-to-1 multiplexer. ",HOTS,SYNTHESIS,"Design, Sketch"
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,841,"Besides Field Programmable Gate Array (FPGA), name one other type of programmable logic device. ",LOTS,KNOWLEDGE,Name
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,844,Design and sketch the layout of a CMOS inverter. ,HOTS,SYNTHESIS,"Design, Sketch "
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,845,Determine the oxide capacitance. ,MOTS,APPLICATION,Determine
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,846,"With the aid of a diagram, briefly show how the width of a FinFET is estimated.",MOTS,APPLICATION,Show
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,853,"The technology of VLSI is defined by the feature size. Over the years, the feature size has been reducing. Analyze and explain the reasons for doing so. ",MOTS,ANALYSIS,"Analyze, Explain"
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,854,"Using transmission-gates, design and sketch a 4-to-1 multiplexer. ",HOTS,SYNTHESIS,"Design, Sketch"
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,857,Analyze the causes of infant mortality during and after production. ,MOTS,ANALYSIS,Analyze
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,862,Determine the gate oxide capacitance.,MOTS,APPLICATION,Determine
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,864,Evaluate how the increase of the transconductance affects the operation of the transistor. ,HOTS,EVALUATION,Evaluate
FEGT,DIGITAL INTEGRATED CIRCUIT DESIGN ,UGEA2223 ,866,There are TWO (2) common methods used in the semiconductor industry to fabricate single crystal silicon. Analyze the advantage and disadvantage of both methods. ,MOTS,ANALYSIS,Analyze
FEGT,APPLIED HYDRAULICS ,UGNA3023 ,873,Draw the water surface profile when the rainfall intensity is more than the design rainfall so that the inlet of the cuivert is submerged. Explain how the flow rate can be computed in this case. ,MOTS,APPLICATION,"Draw, Explain"
FEGT,APPLIED HYDRAULICS ,UGNA3023 ,878,Estimate the magnitude of the bed shear stress by making necessary assumptions and justifications. ,MOTS,APPLICATION,Estimate
FEGT,APPLIED HYDRAULICS ,UGNA3023 ,879,Estimate the value of the roughness parameter of the riverbed from the observed surface slope and velocity. Compare your computed value with generally known values for the present river bed. ,MOTS,ANALYSIS,"Estimate, Compare"
FEGT,BUILDING TECHNOLOGY III,UGBA2124 ,880,Scaffolding is a temporary frame constructed to support a number of platforms at different heights and to provide workers a safe platform from which to work. Name any FOUR (4) types of scaffolding used in construction industry. ,LOTS,KNOWLEDGE,Name
FEGT,BUILDING TECHNOLOGY III,UGBA2124 ,881,"""The slope has been standing for more than 15 years! So it is safe"" and ""Geological report shows that the slope is safe"". The above statements are the common misconception. Propose FIVE (5) construction controls to ensure the safety of construction of residential building on hill-site in Malaysia. ",HOTS,SYNTHESIS,Propose
FEGT,BUILDING TECHNOLOGY III,UGBA2124 ,882,Prestressed concrete is a method for overcoming concrete's natural weakness in tension. Justify the TWO (2) common methods of prestressing. ,HOTS,EVALUATION,Justify
FEGT,BUILDING TECHNOLOGY III,UGBA2124 ,884,Name FOUR (4) types of soil in-situ field test and its application. ,LOTS,KNOWLEDGE,Name
FEGT,BUILDING TECHNOLOGY III,UGBA2124 ,885,Name TWO (2) types of laboratory tests. ,LOTS,KNOWLEDGE,Name
FEGT,BUILDING TECHNOLOGY III,UGBA2124 ,896,Differentiate between Putlog and Independent Scaffold. ,MOTS,ANALYSIS,Differentiate
FEGT,BUILDING TECHNOLOGY III,UGBA2124 ,898,Name and sketch the proposed retaining wall in plan view to show the main elements of the wall. ,MOTS,APPLICATION,"Name, Sketch "
FEGT,BUILDING TECHNOLOGY III,UGBA2124 ,900,"In the renovation of a new car showroom, the client wishes to attract the attention of pedestrians who passes by their building. Propose the type of external envelop for this building and explain the reasons. Sketch the proposed external envelop. ",HOTS,SYNTHESIS,"Propose, Explain, Sketch "
